screen_name,text,name,listed_count
sSkyleRr,RT @nbc25fox66: In just three days the #Olympics begin in Pyeongchang. A lot of the snow there is courtesy of machines made in mid-Michigan…,Laurie,0
nancypeggy,"RT @nytimes: Ahead of the Winter Olympics, we go in the gym with Lindsey Vonn — the most decorated World Cup ski racer in U.S. history http…",nancypeggy,95
clickclickclick,A look back at the thrills and spills of the 1998 Winter Olympics https://t.co/FGrZslBuVS https://t.co/a13vkFwFVP,Click.Click.Click,428
lcisler_baird,North and South Korea will march together under a unified Korean flag for the opening ceremony of the 2018 Winter O… https://t.co/9CMjU7R5C6,Lorri A. Cisler,3
fangirlsports,"Just days away from the #WinterOlympics2018 Opening Ceremony, but don't worry, we've spared you all the research wi… https://t.co/4C70pdpscb",Fangirl Sports Network,3
JcFiscus,"RT @intel: For the 1st time, #5G will be on full display at the @Olympics Winter Games, bringing fans new ways to watch the world's best at…",Cole,3
BeanCountry,RT @NewsHourWorld: Test your #olympics2018 skills in our quiz https://t.co/CEFnkXmGsu https://t.co/Z62bbvAX6s,Marian,140
StarCityFSC,Rookie's guide to figure skating at the 2018 Winter Olympics https://t.co/Fk616GObdZ,Star City FSC,0
CBGworld,RT @NewsHourWorld: Test your #olympics2018 skills in our quiz https://t.co/CEFnkXmGsu https://t.co/Z62bbvAX6s,CBG,64
nlygo,RT @gaystarnews: Meet the #LGBT athletes competing at the #WinterOlympics 2018 https://t.co/cf4zVRiyOo https://t.co/uXB3ApYUBn,Norman Goldner,73
NewsHour,RT @NewsHourWorld: Test your #olympics2018 skills in our quiz https://t.co/CEFnkXmGsu https://t.co/Z62bbvAX6s,PBS NewsHour,14020
EpilepsySA,"ON THIS DAY 50 YEARS AGO - WINTER OLYMPICS

The 10th Winter Olympic Games opened in Grenoble, France on 6... https://t.co/umAmmm1zG7",Epilepsy SA,33
stevemillan97,"RT @SBNation: 🥇3 days: Winter Olympics
🏀55 days: Women's NCAA tourney final
🏀56 days: Men's NCAA tourney final
⛳️59 days: Masters
💪62 days:…",stephen millan,0
pagepaige9,"RT @PeterAlexander: BREAKING: VP Pence will bring Fred Warmbier, father of Otto Warmbier, as his personal guest to the Winter Olympics Open…",Barbara Paige,0
WriteIntoPrint,Relive the fictional experiences of Olympian Harry Robertson at the 1936 Olympics as you prepare for 2018 Winter Ol… https://t.co/hdDfTtf1Du,WriteIntoPrint,2619
secretariat1012,RT @cnnbrk: IOC refuses a request for 15 Russian athletes and coaches to attend the 2018 Winter Olympics. They're among the 28 Russian athl…,COLT,58
smackmom25,"RT @nytimes: Ahead of the Winter Olympics, we go in the gym with Lindsey Vonn — the most decorated World Cup ski racer in U.S. history http…",Stephanie Mack,7
News365247live,"RT @nytimes: Ahead of the Winter Olympics, we go in the gym with Lindsey Vonn — the most decorated World Cup ski racer in U.S. history http…",News 365247,134
justseaforyou,"The Winter Olympics are coming, so I'm getting in the spirit. Here are some beauty products that deserve a gold med… https://t.co/BgKdbPHWBw",Chelsea Day,0
11Yumitsu11,"RT @minmeraki: [REPORTED BTS MIGHT DO A COLLAB WITH COCA-COLA] 
Caption: 
""Are you ready to enjoy the 2018 Peyongchang Winter Olympics? 
Co…",夢つ,0
hl4lt,2018 Winter Olympics Taking Place in Jew-Loving South Korea - https://t.co/UyGFUGHi4e via @Shareaholic,윤이스라엘,11
vannylady,"RT @Taecyeon_Today: [INFO] Taecyeon’s schedule for the 2018 Pyeongchang Winter Olympics:

Feb 14: Feast of the world music show MC
Feb 15:…",Stevani Lady Theddy,4
PubMediaFans,".@NPR is in South Korea for the Winter @Olympics Games!

And who said @NPR doesn't cover sports?

Well they do. It'… https://t.co/hEdnBdymAq",Public Media Fans 📺📹📻🎙,4
SHM2024,"It's always wonderful when this time rolls around. However, this particular moment in time seems especially suited… https://t.co/yxrJO1F4aF",Shawn Mahan,0
Lmazade,"Cool breakdown of the gear used for Nordic Combined, if you don't know much about that #WinterOlympics sport… https://t.co/isvBLk1FgD",Laura Trabka,47
JamesHenryIII2,Here's a full breakdown of the dates and locations for the 2018 Winter Olympics https://t.co/0wehf6bPpG,James Henry III,1
enewsall,United States seeing uptick in diversity for Winter Olympics team https://t.co/EqEJ46cZr8 https://t.co/SiFL1SvGrh,E News All,1
barbhastings2,I am so pumped to watch the Winter Olympics!! https://t.co/CVqsO38Bkz,Barbara Hastings,7
atenea1666,"Boycott PyeongChang 2018 Winter Olympics in South Korea, A Dog Eating Nation! - ¡Firma la petición! https://t.co/eqLyGpHNKF vía @change_es",adela maria ramos,52
ScottishBF,"Who is outfitting @TeamGB at the winter Olympics? No, I don't care that Simon Jersey (wtf?!) is designing their for… https://t.co/CvzpcNlolr",Jennifer,16
shardi596,RT @CSISKoreaChair: #NorthKorea sends Winter #Olympics propaganda fliers to #Seoul @Reuters https://t.co/Y6rq9gXRYM,SHARDI,2
artsmiller,"RT @nytimes: Ahead of the Winter Olympics, we go in the gym with Lindsey Vonn — the most decorated World Cup ski racer in U.S. history http…",Art Miller,11
kasubo,"VP Pence is bringing Fred Warmbier, the father of Otto Warmbier, as his guest to the Winter Olympic Games in Pyeong… https://t.co/4ryan7xFk8",gab.ai/Bovenska 🌻🇺🇸🗽❤️,8
acstone32,"RT @NFLRT: After winning Super Bowl MVP, Nick Foles has turned his attention towards the Winter Olympics https://t.co/PuMeceQnpH",Austin Stone,1
_shaunmurphy422,"RT @SBNation: 🥇3 days: Winter Olympics
🏀55 days: Women's NCAA tourney final
🏀56 days: Men's NCAA tourney final
⛳️59 days: Masters
💪62 days:…",Shaun Murphy,1
Jungkookie1love,"RT @minmeraki: [REPORTED BTS MIGHT DO A COLLAB WITH COCA-COLA] 
Caption: 
""Are you ready to enjoy the 2018 Peyongchang Winter Olympics? 
Co…",Sugar Army MX,3
shutuppmegh,"RT @NFLRT: After winning Super Bowl MVP, Nick Foles has turned his attention towards the Winter Olympics https://t.co/PuMeceQnpH",Megh DC,15
Lizz_BTS,"RT @minmeraki: [REPORTED BTS MIGHT DO A COLLAB WITH COCA-COLA] 
Caption: 
""Are you ready to enjoy the 2018 Peyongchang Winter Olympics? 
Co…",Lizbeth|| BTS💙,0
curtiszupke,The weekly NHL takeaways from @helenenothelen-who is on the @latimessports team providing Winter Olympics coverage… https://t.co/ZFdUeBMZ2G,Curtis Zupke,403
jjcrosseu,taecyeon is attending the opening ceremony of the 2018 pyeongchang winter olympics PAPA JYP MUST BE REALLY PROUD OF… https://t.co/DR5RixfshF,winsome,0
ErikConnelly,The Winter Olympics are basically things done in the snow + things done in the Summer Olympics + a metric shit-ton of white people.,E.C. Connelly,5
chalanlexi,"RT @BrianToddCNN: VP Mike Pence is heading to the Winter Olympics- U.S. officials say, to counter Kim Jong Un's propaganda and call attenti…",lexi zotomayor,31
KGreifD,"RT @2Learn_ca: New! Pyeongchang Winter Olympics Special Edition. Info about ancient and modern Olympics, Paralympics, South Korea + lesson…",KGreif,0
femmephilo,"RT @nytimes: Ahead of the Winter Olympics, we go in the gym with Lindsey Vonn — the most decorated World Cup ski racer in U.S. history http…",',0
Carlarowen,RT @Maine_South: Good luck to our Special Olympics Winter Athletes!! #207Now https://t.co/f16pqDUBvk,Carla Rendina Owen,0
DanaCKeith,"RT @nytimes: Ahead of the Winter Olympics, we go in the gym with Lindsey Vonn — the most decorated World Cup ski racer in U.S. history http…",Dana C Keith,4
katakawayuu,"RT @minmeraki: [REPORTED BTS MIGHT DO A COLLAB WITH COCA-COLA] 
Caption: 
""Are you ready to enjoy the 2018 Peyongchang Winter Olympics? 
Co…",nahla hamdan,0
Lordvader2009,"RT @nytimes: Ahead of the Winter Olympics, we go in the gym with Lindsey Vonn — the most decorated World Cup ski racer in U.S. history http…",Miguel,18
TinyHomesRule,Tinies Go to the Olympics! Eco-friendly Tiny House was Designed to Host Visitors to the 2018 Winter Olympics… https://t.co/jsTrqdIkEJ,TinyHomesRule(ofLaw),67
StateDeptDSS,"TODAY: A DSS special agent on the ground in Gangneung, South Korea in advance of the 2018 Winter #Olympics. Gangneu… https://t.co/TzMtZlEwNR",DSS,30
SportsLearning_,Sochi 2014 Winter Olympics Terror Threat: U.S. Warns Airlines Of Russia Of Toothpaste Bomb In Flights https://t.co/HS0B4nNwW0,Past Learning,2
zhouhuasheng06,"Ahead of the Winter Olympics, we go in the gym with Lindsey Vonn — the most decorated World Cup ski racer in U.S. h… https://t.co/hHKmwvsq2A",公民周华顺,1
RIOlympics,Otto Warmbier’s father to attend winter Olympics with VP Pence https://t.co/oAMGV787Lp USA TODAY #Olympics,Rio Olympics,15
NPattonUSA,"RT @NBCDFW: Four Texans will join the Team USA at the Winter Olympics Games in Pyeongchang, South Korea. #WinterOlympics https://t.co/b5vmL…",Nicholas Patton,1
LukeSisko,RT @FOX5Vegas: Here's everything you need to know about the #WinterOlympics &gt; https://t.co/DJt0SqDlNx https://t.co/afSZ0Ks198,Grand Illusion,231
MicoComia23,"RT @SBNation: 🥇3 days: Winter Olympics
🏀55 days: Women's NCAA tourney final
🏀56 days: Men's NCAA tourney final
⛳️59 days: Masters
💪62 days:…",Mico Comia 🇵🇭,1
VictorSharma12,"RT @nytimes: Ahead of the Winter Olympics, we go in the gym with Lindsey Vonn — the most decorated World Cup ski racer in U.S. history http…",Victor Sharma,3
savy6829,"RT @SBNation: 🥇3 days: Winter Olympics
🏀55 days: Women's NCAA tourney final
🏀56 days: Men's NCAA tourney final
⛳️59 days: Masters
💪62 days:…",Sabrina Smith,0
soompi,#Taecyeon To Join #2PM For Performance As Full Group At Pyeongchang Winter Olympics https://t.co/v3MQ7mYO1K https://t.co/ipQDNZFMXu,Soompi | #SoompiAwards,5550
joshrogin,"Breaking: Vice President Pence will bring Fred Warmbier, father of Otto Warmbier, as his personal guest to the Wint… https://t.co/PbqFE01Ug4",Josh Rogin,3442
SBNation,"🥇3 days: Winter Olympics
🏀55 days: Women's NCAA tourney final
🏀56 days: Men's NCAA tourney final
⛳️59 days: Masters… https://t.co/Aj18dTKlZR",SB Nation,5276
textiff,RT @HoustonChron: Former Cy-Fair High School running back has an eye on Olympic gold. https://t.co/AOgLdzz0eS,Sheryl,563
wind4me,Largest Chinese Fuel Cell Bus Order Issued for 2022 Winter Olympics | FuelCellsWorks https://t.co/G2WUX6QEQi… https://t.co/THouHzk6hb,@Wind4me,556
Pebyayulestari1,"RT @ARMYIndonesiaa: Untuk Pyeongchang Winter Olympics 2018
Coca-Cola mengeluarkam advertisement video..
dan tulisan untuk BTS : 대한민국 비주얼 아티…",Peby ayu lestari,0
ElBambam2,"RT @cnnsport: After her 80th and 81st World Cup victories, Lindsey Vonn says she's in ""full charge"" mode ahead of the Winter Olympics: http…",luis ordaz,17
EricFrolka,"RT @EFerritto: Hmmm, did you ever think that the Winter Olympics happen during the summer for countries in the Southern Hemisphere? 🤔 @Olym…",Air-Wreck,4
grantbutvinnvv8,Nathan Chen elevates U.S. hopes for figure skating gold at Winter Olympics https://t.co/sVgGCUpKUU,john,2
tony_choufani,"20 years later, a look back at the thrills and spills of the 1998 Winter Olympics https://t.co/vDIMWuDXYs",Tony Choufani,19
softcinnamyeon,RT @baobobaek: EXO will be the one to represent South Korea to the world. EXO represents South Korea for 2018 Pyeongchang Winter Olympics.…,fluffymyeon 🐰 | curtain- a work of art 💫,3
hautahbuhgee,RT @CNN: The International Olympic Committee has refused a request for 15 Russian athletes and coaches to attend the #PyeongChang2018 Winte…,Curtis D. Hutcherson,725
ArtsUnimelb,The Olympics offers an opportunity to bring together North and South Korea that diplomacy and military threats have… https://t.co/nVU0Q7BfJk,Faculty of Arts,66
HoustonsEagle,2018 Winter Olympics: Who is Ryan Zapolski? https://t.co/nLg5j3aZAz,Houston's Eagle,61
2K8ENzp3XDxYnwl,"RT @minmeraki: [REPORTED BTS MIGHT DO A COLLAB WITH COCA-COLA] 
Caption: 
""Are you ready to enjoy the 2018 Peyongchang Winter Olympics? 
Co…",.,0
LJane529,"RT @nytimes: Ahead of the Winter Olympics, we go in the gym with Lindsey Vonn — the most decorated World Cup ski racer in U.S. history http…",Lady Jane,0
FrankiesBooks,Is cross-country skiing the toughest sport in the Olympics? https://t.co/Q4121yvsdW via @bbcsport,SPORTSBOOKCOLLECTOR,99
AnbuSwift,"RT @kat326: These are super super rough sketches lmao, but the Winter Olympics starting up this week makes me wish we had @PlayOverwatch Wi…",Anbu Swift,14
bradentonherald,Winter Olympics features diversity in broadcast booth too https://t.co/zoJRmqQ2vk,Bradenton Herald,495
TheNew93Q,2018 Winter Olympics: Who is Ryan Zapolski? https://t.co/dfGdYGZSYg,The New 93Q,147
CorrectBae_News,"Winter Olympics features diversity in broadcast booth too 
CLICK BELOW FOR FULL STORY.....",CorrectBae News,60
johnwjohnsoniii,"RT @joshrogin: Breaking: Vice President Pence will bring Fred Warmbier, father of Otto Warmbier, as his personal guest to the Winter Olympi…",John,8
Nexteditionnews,Freezing temperature frightens fans at S’Korea Winter Olympics https://t.co/Fp5snKkUf5 https://t.co/k2wMf8cXSv,Next Edition News,1
dwtspecial,RT @Independent: 'Don’t be fooled by North Korea’s Winter Olympics charm offensive' https://t.co/wdm0YqkdRN https://t.co/VQzRWUR5j4,dwt Special Events,36
Didley33,"Man, I am pumped for the Winter Olympics. Don’t even fucking talk to me when curling is on",ⓓⓞⓝⓝⓐ,1
NewsBry,Winter Olympics features diversity in broadcast booth too https://t.co/JuhVtTUx8V,NewsBry,93
StahlkeDonnie,"RT @chicagotribune: Aja Evans, the 29-year-old Chicago native, a graduate of Morgan Park High School and the University of Illinois, is pre…",Donnie Stahlke,32
opednews,IOC refuses Russian athletes' request to participate in 2018 Winter Olympics https://t.co/3Zb3rGLZ0C https://t.co/afmKsM1sla,opednews,256
davidgcant,"During the 2018 Winter Olympics, 'drone-catching drones' will be on hand to cast nets over any suspicious-looking u… https://t.co/4UhtA77wQw",David Cant CMIOSH,1063
jamay_w,"RT @NYTStyles: Four Olympic athletes, including @alexipappas, will be attending the Winter Games in Pyeongchang as artists. https://t.co/IJ…",jamay,1
ReutersIndia,Olympics: Athletes and fans shiver at Winter Games https://t.co/cFhlqEebeL #Pyeongchang2018,Reuters India,6235
Chrislyn526,"RT @minmeraki: [REPORTED BTS MIGHT DO A COLLAB WITH COCA-COLA] 
Caption: 
""Are you ready to enjoy the 2018 Peyongchang Winter Olympics? 
Co…",Hitman Bang's #1 Fan💕,0
LA_ALEX4,"RT @SBNation: 🥇3 days: Winter Olympics
🏀55 days: Women's NCAA tourney final
🏀56 days: Men's NCAA tourney final
⛳️59 days: Masters
💪62 days:…",Alejandro,6
Rivonne10,"RT @nytimes: Ahead of the Winter Olympics, we go in the gym with Lindsey Vonn — the most decorated World Cup ski racer in U.S. history http…",Ambar,49
MasashiKohmura,"RT @TeamGB: Get LIVE medal alerts, events and news and keep up with all things Team GB at the Pyeongchang 2018 Winter Olympics with our new…",XC-skiing info,6
pcr_kth,"RT @ARMYIndonesiaa: Untuk Pyeongchang Winter Olympics 2018
Coca-Cola mengeluarkam advertisement video..
dan tulisan untuk BTS : 대한민국 비주얼 아티…",nana oh yana~,0
xiumeowzi,RT @baobobaek: EXO will be the one to represent South Korea to the world. EXO represents South Korea for 2018 Pyeongchang Winter Olympics.…,STAY AWAY FROM EXO,2
parkyeolkkuma,RT @baobobaek: EXO will be the one to represent South Korea to the world. EXO represents South Korea for 2018 Pyeongchang Winter Olympics.…,chanyeol💖,2
AbbieRickards1,"RT @AAAAI_org: Whether you are preparing to compete in the Winter Olympics or enjoying winter sports on your own, exercise-induced #asthma…",Abbie Rickards,0
thisnoiserocks,"RT @Revolvermag: See snowboarder Shaun White shred to Black Sabbath's ""Iron Man"" in new commercial for Winter Olympics https://t.co/pgaMCdl…",ThisNoiseRocks♪,2
mdrtoyota,The Toyota Go For Gold Sales Event is on Now @mdrtoyota. We Are Proud to Support Our Olympic Team as They Go For Go… https://t.co/toGvmKAUQg,MDR Toyota,95
jackreid,https://t.co/3sjiJrjrpU,jack,42
LosAngelesSRH,"#WeLoveLA RT ""#LAKings #LAKings #GoKingsGo Team Germany Men's Roster &amp; Preview for Winter Olympics #SportsRoadhouse… https://t.co/MWh9yLHBVP",LosAngelesSRH,207
Alfred_Meester,"RT @nytimes: Ahead of the Winter Olympics, we go in the gym with Lindsey Vonn — the most decorated World Cup ski racer in U.S. history http…",Alfred Meester,88
renfroconnor,"RT @SBNation: 🥇3 days: Winter Olympics
🏀55 days: Women's NCAA tourney final
🏀56 days: Men's NCAA tourney final
⛳️59 days: Masters
💪62 days:…",Connor Renfro,3
ChiTownSports,Oh come on! Who doesn’t love curling in the Winter Olympics https://t.co/Couk1EOAPQ,Steve W,308
hunthertornado,RT @WriteIntoPrint: Relive the fictional experiences of Olympian Harry Robertson at the 1936 Olympics as you prepare for 2018 Winter Olympi…,hunther,2411
thehojo,"RT @Ciga_FF: Yes NBC, I know ur carrying the Winter Olympics. You can remind me w/another 600 promos and I'm still not watching very much o…",thehojo 🇺🇸,25
aminusfu_drip,"RT @nytimes: Ahead of the Winter Olympics, we go in the gym with Lindsey Vonn — the most decorated World Cup ski racer in U.S. history http…",Steady Drip,2
Xphhhonnimuu,RT @diodio0013tw: Winter Olympics on NBC-TV Figure Skating SB Promo on Thursday Night https://t.co/3qPTJ6nnNQ via @YouTube,nimu,0
Legends971,2018 Winter Olympics: Who is Ryan Zapolski? https://t.co/IgHLMpUkDo,Country Legends 971,30
JSter24,"RT @SBNation: 🥇3 days: Winter Olympics
🏀55 days: Women's NCAA tourney final
🏀56 days: Men's NCAA tourney final
⛳️59 days: Masters
💪62 days:…",Justin Sterling,1
sSkyleRr,RT @nbc25fox66: In just three days the #Olympics begin in Pyeongchang. A lot of the snow there is courtesy of machines made in mid-Michigan…,Laurie,0
nancypeggy,"RT @nytimes: Ahead of the Winter Olympics, we go in the gym with Lindsey Vonn — the most decorated World Cup ski racer in U.S. history http…",nancypeggy,95
clickclickclick,A look back at the thrills and spills of the 1998 Winter Olympics https://t.co/FGrZslBuVS https://t.co/a13vkFwFVP,Click.Click.Click,428
lcisler_baird,North and South Korea will march together under a unified Korean flag for the opening ceremony of the 2018 Winter O… https://t.co/9CMjU7R5C6,Lorri A. Cisler,3
fangirlsports,"Just days away from the #WinterOlympics2018 Opening Ceremony, but don't worry, we've spared you all the research wi… https://t.co/4C70pdpscb",Fangirl Sports Network,3
JcFiscus,"RT @intel: For the 1st time, #5G will be on full display at the @Olympics Winter Games, bringing fans new ways to watch the world's best at…",Cole,3
BeanCountry,RT @NewsHourWorld: Test your #olympics2018 skills in our quiz https://t.co/CEFnkXmGsu https://t.co/Z62bbvAX6s,Marian,140
StarCityFSC,Rookie's guide to figure skating at the 2018 Winter Olympics https://t.co/Fk616GObdZ,Star City FSC,0
CBGworld,RT @NewsHourWorld: Test your #olympics2018 skills in our quiz https://t.co/CEFnkXmGsu https://t.co/Z62bbvAX6s,CBG,64
nlygo,RT @gaystarnews: Meet the #LGBT athletes competing at the #WinterOlympics 2018 https://t.co/cf4zVRiyOo https://t.co/uXB3ApYUBn,Norman Goldner,73
NewsHour,RT @NewsHourWorld: Test your #olympics2018 skills in our quiz https://t.co/CEFnkXmGsu https://t.co/Z62bbvAX6s,PBS NewsHour,14021
EpilepsySA,"ON THIS DAY 50 YEARS AGO - WINTER OLYMPICS

The 10th Winter Olympic Games opened in Grenoble, France on 6... https://t.co/umAmmm1zG7",Epilepsy SA,33
stevemillan97,"RT @SBNation: 🥇3 days: Winter Olympics
🏀55 days: Women's NCAA tourney final
🏀56 days: Men's NCAA tourney final
⛳️59 days: Masters
💪62 days:…",stephen millan,0
pagepaige9,"RT @PeterAlexander: BREAKING: VP Pence will bring Fred Warmbier, father of Otto Warmbier, as his personal guest to the Winter Olympics Open…",Barbara Paige,0
WriteIntoPrint,Relive the fictional experiences of Olympian Harry Robertson at the 1936 Olympics as you prepare for 2018 Winter Ol… https://t.co/hdDfTtf1Du,WriteIntoPrint,2618
secretariat1012,RT @cnnbrk: IOC refuses a request for 15 Russian athletes and coaches to attend the 2018 Winter Olympics. They're among the 28 Russian athl…,COLT,58
smackmom25,"RT @nytimes: Ahead of the Winter Olympics, we go in the gym with Lindsey Vonn — the most decorated World Cup ski racer in U.S. history http…",Stephanie Mack,7
News365247live,"RT @nytimes: Ahead of the Winter Olympics, we go in the gym with Lindsey Vonn — the most decorated World Cup ski racer in U.S. history http…",News 365247,134
justseaforyou,"The Winter Olympics are coming, so I'm getting in the spirit. Here are some beauty products that deserve a gold med… https://t.co/BgKdbPHWBw",Chelsea Day,0
11Yumitsu11,"RT @minmeraki: [REPORTED BTS MIGHT DO A COLLAB WITH COCA-COLA] 
Caption: 
""Are you ready to enjoy the 2018 Peyongchang Winter Olympics? 
Co…",夢つ,0
hl4lt,2018 Winter Olympics Taking Place in Jew-Loving South Korea - https://t.co/UyGFUGHi4e via @Shareaholic,윤이스라엘,11
vannylady,"RT @Taecyeon_Today: [INFO] Taecyeon’s schedule for the 2018 Pyeongchang Winter Olympics:

Feb 14: Feast of the world music show MC
Feb 15:…",Stevani Lady Theddy,4
PubMediaFans,".@NPR is in South Korea for the Winter @Olympics Games!

And who said @NPR doesn't cover sports?

Well they do. It'… https://t.co/hEdnBdymAq",Public Media Fans 📺📹📻🎙,4
SHM2024,"It's always wonderful when this time rolls around. However, this particular moment in time seems especially suited… https://t.co/yxrJO1F4aF",Shawn Mahan,0
Lmazade,"Cool breakdown of the gear used for Nordic Combined, if you don't know much about that #WinterOlympics sport… https://t.co/isvBLk1FgD",Laura Trabka,47
JamesHenryIII2,Here's a full breakdown of the dates and locations for the 2018 Winter Olympics https://t.co/0wehf6bPpG,James Henry III,1
enewsall,United States seeing uptick in diversity for Winter Olympics team https://t.co/EqEJ46cZr8 https://t.co/SiFL1SvGrh,E News All,1
barbhastings2,I am so pumped to watch the Winter Olympics!! https://t.co/CVqsO38Bkz,Barbara Hastings,7
atenea1666,"Boycott PyeongChang 2018 Winter Olympics in South Korea, A Dog Eating Nation! - ¡Firma la petición! https://t.co/eqLyGpHNKF vía @change_es",adela maria ramos,52
ScottishBF,"Who is outfitting @TeamGB at the winter Olympics? No, I don't care that Simon Jersey (wtf?!) is designing their for… https://t.co/CvzpcNlolr",Jennifer,16
shardi596,RT @CSISKoreaChair: #NorthKorea sends Winter #Olympics propaganda fliers to #Seoul @Reuters https://t.co/Y6rq9gXRYM,SHARDI,2
artsmiller,"RT @nytimes: Ahead of the Winter Olympics, we go in the gym with Lindsey Vonn — the most decorated World Cup ski racer in U.S. history http…",Art Miller,11
kasubo,"VP Pence is bringing Fred Warmbier, the father of Otto Warmbier, as his guest to the Winter Olympic Games in Pyeong… https://t.co/4ryan7xFk8",gab.ai/Bovenska 🌻🇺🇸🗽❤️,8
acstone32,"RT @NFLRT: After winning Super Bowl MVP, Nick Foles has turned his attention towards the Winter Olympics https://t.co/PuMeceQnpH",Austin Stone,1
_shaunmurphy422,"RT @SBNation: 🥇3 days: Winter Olympics
🏀55 days: Women's NCAA tourney final
🏀56 days: Men's NCAA tourney final
⛳️59 days: Masters
💪62 days:…",Shaun Murphy,1
Jungkookie1love,"RT @minmeraki: [REPORTED BTS MIGHT DO A COLLAB WITH COCA-COLA] 
Caption: 
""Are you ready to enjoy the 2018 Peyongchang Winter Olympics? 
Co…",Sugar Army MX,3
shutuppmegh,"RT @NFLRT: After winning Super Bowl MVP, Nick Foles has turned his attention towards the Winter Olympics https://t.co/PuMeceQnpH",Megh DC,15
Lizz_BTS,"RT @minmeraki: [REPORTED BTS MIGHT DO A COLLAB WITH COCA-COLA] 
Caption: 
""Are you ready to enjoy the 2018 Peyongchang Winter Olympics? 
Co…",Lizbeth|| BTS💙,0
curtiszupke,The weekly NHL takeaways from @helenenothelen-who is on the @latimessports team providing Winter Olympics coverage… https://t.co/ZFdUeBMZ2G,Curtis Zupke,403
jjcrosseu,taecyeon is attending the opening ceremony of the 2018 pyeongchang winter olympics PAPA JYP MUST BE REALLY PROUD OF… https://t.co/DR5RixfshF,winsome,0
ErikConnelly,The Winter Olympics are basically things done in the snow + things done in the Summer Olympics + a metric shit-ton of white people.,E.C. Connelly,5
chalanlexi,"RT @BrianToddCNN: VP Mike Pence is heading to the Winter Olympics- U.S. officials say, to counter Kim Jong Un's propaganda and call attenti…",lexi zotomayor,31
KGreifD,"RT @2Learn_ca: New! Pyeongchang Winter Olympics Special Edition. Info about ancient and modern Olympics, Paralympics, South Korea + lesson…",KGreif,0
femmephilo,"RT @nytimes: Ahead of the Winter Olympics, we go in the gym with Lindsey Vonn — the most decorated World Cup ski racer in U.S. history http…",',0
Carlarowen,RT @Maine_South: Good luck to our Special Olympics Winter Athletes!! #207Now https://t.co/f16pqDUBvk,Carla Rendina Owen,0
DanaCKeith,"RT @nytimes: Ahead of the Winter Olympics, we go in the gym with Lindsey Vonn — the most decorated World Cup ski racer in U.S. history http…",Dana C Keith,4
katakawayuu,"RT @minmeraki: [REPORTED BTS MIGHT DO A COLLAB WITH COCA-COLA] 
Caption: 
""Are you ready to enjoy the 2018 Peyongchang Winter Olympics? 
Co…",nahla hamdan,0
Lordvader2009,"RT @nytimes: Ahead of the Winter Olympics, we go in the gym with Lindsey Vonn — the most decorated World Cup ski racer in U.S. history http…",Miguel,18
soompi,#Taecyeon To Join #2PM For Performance As Full Group At Pyeongchang Winter Olympics https://t.co/v3MQ7mYO1K https://t.co/ipQDNZFMXu,Soompi | #SoompiAwards,5554
joshrogin,"Breaking: Vice President Pence will bring Fred Warmbier, father of Otto Warmbier, as his personal guest to the Wint… https://t.co/PbqFE01Ug4",Josh Rogin,3442
SBNation,"🥇3 days: Winter Olympics
🏀55 days: Women's NCAA tourney final
🏀56 days: Men's NCAA tourney final
⛳️59 days: Masters… https://t.co/Aj18dTKlZR",SB Nation,5276
ElizabethSalz,"RT @nytimes: Ahead of the Winter Olympics, we go in the gym with Lindsey Vonn — the most decorated World Cup ski racer in U.S. history http…",ElizabethSalzLeonell,396
pjflame,RT @nbc25fox66: In just three days the #Olympics begin in Pyeongchang. A lot of the snow there is courtesy of machines made in mid-Michigan…,Paulla Schemm 💖,0
Divinevarod,RT @BlackFeminisms: Nigerian bobsled team to make Winter Olympic history in PyeongChang https://t.co/ihOwOEgMY6,Dr. Dannii Cohen✡,168
Hailey50846025,"RT @minmeraki: [REPORTED BTS MIGHT DO A COLLAB WITH COCA-COLA] 
Caption: 
""Are you ready to enjoy the 2018 Peyongchang Winter Olympics? 
Co…",Hailey,0
AminaBergeot,"RT @minmeraki: [REPORTED BTS MIGHT DO A COLLAB WITH COCA-COLA] 
Caption: 
""Are you ready to enjoy the 2018 Peyongchang Winter Olympics? 
Co…","Dream, Hope, Keep Going",0
textiff,RT @HoustonChron: Former Cy-Fair High School running back has an eye on Olympic gold. https://t.co/AOgLdzz0eS,Sheryl,563
wind4me,Largest Chinese Fuel Cell Bus Order Issued for 2022 Winter Olympics | FuelCellsWorks https://t.co/G2WUX6QEQi… https://t.co/THouHzk6hb,@Wind4me,556
Pebyayulestari1,"RT @ARMYIndonesiaa: Untuk Pyeongchang Winter Olympics 2018
Coca-Cola mengeluarkam advertisement video..
dan tulisan untuk BTS : 대한민국 비주얼 아티…",Peby ayu lestari,0
ElBambam2,"RT @cnnsport: After her 80th and 81st World Cup victories, Lindsey Vonn says she's in ""full charge"" mode ahead of the Winter Olympics: http…",luis ordaz,17
EricFrolka,"RT @EFerritto: Hmmm, did you ever think that the Winter Olympics happen during the summer for countries in the Southern Hemisphere? 🤔 @Olym…",Air-Wreck,4
grantbutvinnvv8,Nathan Chen elevates U.S. hopes for figure skating gold at Winter Olympics https://t.co/sVgGCUpKUU,john,2
tony_choufani,"20 years later, a look back at the thrills and spills of the 1998 Winter Olympics https://t.co/vDIMWuDXYs",Tony Choufani,19
